jarvis_id,dimensionality,formula,elements,n_elements,gap_selected_eV,gap_method_selected,cutoff_wavelength_um_from_gap,cutoff_region,optb88vdw_bandgap_eV,mbj_bandgap_eV,hse_bandgap_eV,formation_energy_eV_per_atom,energy_above_hull_eV_per_atom,density_g_cm3,space_group_number,space_group_symbol,crystal_system,dielectric_x,dielectric_y,dielectric_z,dielectric_mean,avg_electron_mass_m0,avg_hole_mass_m0,bulk_modulus_GPa,shear_modulus_GPa,exfoliation_energy_meV_per_atom,max_IR_mode_cm-1,min_IR_mode_cm-1,spillage,icsd_ids,jarvis_url,source_dataset_doi,source_archive,source_type,evidence_scope,candidate_warning
JVASP-29122,3D,Te2MoWSeS,Mo;S;Se;Te;W,5,0.151,OptB88vdW,8.210874,LWIR (8-15 um),0.151,,,-0.36778,3.4645,5.536,156,P3m1,trigonal,13.9725,13.9728,7.4606,11.801966666666667,,,2.16,2.21,,0.16,0.0,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-29122,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-169894,3D,Te8RuCl2,Cl;Ru;Te,3,0.151,OptB88vdW,8.210874,LWIR (8-15 um),0.151,,,-0.2153,1.3001,5.992,15,C2/c,monoclinic,,,,,,,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-169894,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-28895,3D,TeWS,S;Te;W,3,0.151,OptB88vdW,8.210874,LWIR (8-15 um),0.151,,,-0.36123,3.1065,6.209,164,P-3m1,trigonal,13.3449,13.345,8.7841,11.824666666666667,,,,,,,,2.08,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-28895,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-147314,3D,Ba4LiBi3O12,Ba;Bi;Li;O,4,0.15,OptB88vdW,8.265613,LWIR (8-15 um),0.15,,,-1.99934,1.8816,7.186,229,Im-3m,cubic,,,,,,,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-147314,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-60697,3D,CoTeMoO6,Co;Mo;O;Te,4,0.15,OptB88vdW,8.265613,LWIR (8-15 um),0.15,,,-1.49053,3.0744,5.323,18,P2_12_12,orthorhombic,35.9483,34.6776,9.5022,26.709366666666668,,,,,,,,0.038,"93795,247052,247053,247054",https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-60697,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-30372,3D,CrCo2O6,Co;Cr;O,3,0.15,TBmBJ,8.265613,LWIR (8-15 um),0.137,0.15,,-1.27933,3.2522,4.793,64,Cmce,orthorhombic,54.666,54.6315,11.401,40.23283333333333,0.0,0.0,102.52,54.83,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-30372,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-100703,3D,InO2,In;O,2,0.15,OptB88vdW,8.265613,LWIR (8-15 um),0.15,,,-1.12203,0.9064,6.344,58,Pnnm,orthorhombic,,,,,,,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-100703,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-165817,3D,K3CuPCO7,C;Cu;K;O;P,5,0.15,OptB88vdW,8.265613,LWIR (8-15 um),0.15,,,-1.89921,1.9972,3.045,11,P2_1/m,monoclinic,,,,,,,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-165817,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-92601,3D,LaCrO3,Cr;La;O,3,0.15,OptB88vdW,8.265613,LWIR (8-15 um),0.15,,,-2.95277,2.371,6.74,221,Pm-3m,cubic,14.6222,14.6222,14.6222,14.6222,,,195.7,116.88,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-92601,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-7861,3D,LaCrO3,Cr;La;O,3,0.15,OptB88vdW,8.265613,LWIR (8-15 um),0.15,,,-2.95317,2.3709,6.739,221,Pm-3m,cubic,29.8391,29.8391,29.8391,29.8391,0.0,0.0,,,,,,,"29120,28930,41061,91271",https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-7861,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-42904,3D,Li2VSiCO7,C;Li;O;Si;V,5,0.15,OptB88vdW,8.265613,LWIR (8-15 um),0.15,,,-2.26981,3.0424,2.71,11,P2_1/m,monoclinic,16.9002,12.1234,10.0314,13.018333333333333,0.03666666666666667,0.03666666666666667,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-42904,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-145776,3D,LiFePO4,Fe;Li;O;P,4,0.15,OptB88vdW,8.265613,LWIR (8-15 um),0.15,,,-1.99033,2.4448,3.345,33,Pna2_1,orthorhombic,,,,,,,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-145776,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-146934,3D,LiFePO4,Fe;Li;O;P,4,0.15,OptB88vdW,8.265613,LWIR (8-15 um),0.15,,,-2.052,2.436,4.048,95,P4_322,tetragonal,,,,,,,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-146934,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-42805,3D,Ni6OF11,F;Ni;O,3,0.15,OptB88vdW,8.265613,LWIR (8-15 um),0.15,,,-1.66742,0.3963,4.775,1,P1,triclinic,,,,,0.0033333333333333335,0.0033333333333333335,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-42805,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-36244,3D,PtN2,N;Pt,2,0.15,OptB88vdW,8.265613,LWIR (8-15 um),0.15,,,0.84305,4.1071,10.74,187,P-6m2,hexagonal,59.4269,59.4269,128.1597,82.33783333333334,0.0,0.0,130.26,19.25,,,,0.922,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-36244,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-58999,3D,Rb3Nb2Br9,Br;Nb;Rb,3,0.15,OptB88vdW,8.265613,LWIR (8-15 um),0.15,,,-1.35997,0.5584,4.337,194,P6_3/mmc,hexagonal,17.6795,17.6795,9.8116,15.056866666666666,,,,,234.05,,,0.051,402032,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-58999,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-169494,3D,YAsS,As;S;Y,3,0.15,OptB88vdW,8.265613,LWIR (8-15 um),0.15,,,-1.70801,1.5373,5.175,62,Pnma,orthorhombic,,,,,,,85.7,59.72,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-169494,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-14705,3D,YbB6,B;Yb,2,0.15,TBmBJ,8.265613,LWIR (8-15 um),0.013,0.15,,-0.49759,4.1794,5.663,221,Pm-3m,cubic,8.8786,8.8786,8.8786,8.8786,0.0,0.0,156.27,115.66,,,,0.027,"615745,615747,615749,659506,615735,615737,150586,615742",https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-14705,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-141090,3D,BaV2CuAg2O8,Ag;Ba;Cu;O;V,5,0.149,OptB88vdW,8.321087,LWIR (8-15 um),0.149,,,-1.93719,2.2265,5.513,2,P-1,triclinic,,,,,,,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-141090,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-8219,3D,Ca2Sb,Ca;Sb,2,0.149,TBmBJ,8.321087,LWIR (8-15 um),0.0,0.149,,-0.9796,0.0,3.596,139,I4/mmm,tetragonal,14.869,14.8898,16.4206,15.393133333333333,0.0,0.0,37.92,27.93,,,,0.222,42135,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-8219,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-21213,3D,Hg,Hg,1,0.149,OptB88vdW,8.321087,LWIR (8-15 um),0.149,,,0.2387,0.2387,11.34,63,Cmcm,orthorhombic,17.8754,17.8561,21.7784,19.169966666666667,0.0,0.0,13.72,5.01,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-21213,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-142169,3D,Li4NbCrTe2O12,Cr;Li;Nb;O;Te,5,0.149,OptB88vdW,8.321087,LWIR (8-15 um),0.149,,,-1.92673,2.6734,4.999,1,P1,triclinic,,,,,,,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-142169,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-44131,3D,LiCoSiO4,Co;Li;O;Si,4,0.149,OptB88vdW,8.321087,LWIR (8-15 um),0.149,,,-2.01572,2.4424,3.092,33,Pna2_1,orthorhombic,53.1136,30.8029,67.0628,50.326433333333334,0.0,0.0,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-44131,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-156310,3D,Mg2SnAs2,As;Mg;Sn,3,0.149,OptB88vdW,8.321087,LWIR (8-15 um),0.149,,,-0.44574,0.6247,4.357,164,P-3m1,trigonal,22.7945,22.7953,26.4968,24.02886666666667,,,52.84,34.25,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-156310,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-118964,3D,YAsS,As;S;Y,3,0.149,OptB88vdW,8.321087,LWIR (8-15 um),0.149,,,-1.70801,1.5373,5.175,62,Pnma,orthorhombic,,,,,,,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-118964,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-27999,2D,YCl,Cl;Y,2,0.149,TBmBJ,8.321087,LWIR (8-15 um),0.0,0.149,,-1.51811,0.0,1.306,164,P-3m1,trigonal,19.0924,19.0924,5.1484,14.444400000000002,0.30333333333333334,0.30333333333333334,,,18.3,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-27999,10.6084/m9.figshare.6815705.v8,d2-12-12-2022.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-40493,3D,CaBiO3,Bi;Ca;O,3,0.148,TBmBJ,8.377311,LWIR (8-15 um),0.105,0.148,,-2.01609,1.2357,6.372,148,R-3,trigonal,24.9769,24.9762,8.9868,19.646633333333334,,,,,,,,0.068,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-40493,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-97846,3D,CaCr2Cu3Sb2O12,Ca;Cr;Cu;O;Sb,5,0.148,OptB88vdW,8.377311,LWIR (8-15 um),0.148,,,-1.65176,2.4474,6.05,201,Pn-3,cubic,,,,,,,,,,,,,152283,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-97846,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-140557,3D,CoH8Br2O4,Br;Co;H;O,4,0.148,OptB88vdW,8.377311,LWIR (8-15 um),0.148,,,-0.84103,2.7043,2.846,14,P2_1/c,monoclinic,,,,,,,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-140557,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-134651,3D,CuH2F3,Cu;F;H,3,0.148,OptB88vdW,8.377311,LWIR (8-15 um),0.148,,,-0.54741,0.6992,4.833,164,P-3m1,trigonal,6.0889,6.0889,6.0867,6.088166666666666,,,128.64,29.79,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-134651,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-98158,3D,Fe3Pb8F24,F;Fe;Pb,3,0.148,OptB88vdW,8.377311,LWIR (8-15 um),0.148,,,-2.43199,0.2532,7.475,2,P-1,triclinic,,,,,,,,,,,,,"79073,88258",https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-98158,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-29729,3D,FeBiSbS4,Bi;Fe;S;Sb,4,0.148,OptB88vdW,8.377311,LWIR (8-15 um),0.148,,,-0.30806,2.1607,5.843,62,Pnma,orthorhombic,33.0891,30.2965,38.096,33.8272,0.0,0.0,,,,,,,155236,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-29729,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-50317,3D,Hf2N2O,Hf;N;O,3,0.148,OptB88vdW,8.377311,LWIR (8-15 um),0.148,,,-2.37412,4.5697,12.086,62,Pnma,orthorhombic,11.1263,10.1947,10.2825,10.5345,0.0033333333333333335,0.0033333333333333335,,,,,,0.267,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-50317,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-110359,3D,K2TlAgF6,Ag;F;K;Tl,4,0.148,OptB88vdW,8.377311,LWIR (8-15 um),0.148,,,-2.15596,0.0,4.553,225,Fm-3m,cubic,,,,,,,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-110359,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-112927,3D,KLi2FeO3,Fe;K;Li;O,4,0.148,OptB88vdW,8.377311,LWIR (8-15 um),0.148,,,-1.76346,1.5617,3.043,63,Cmcm,orthorhombic,4.0902,4.5372,4.5417,4.3897,,,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-112927,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
